[00:00:00,000 -> 00:00:02,680] 我突然明白了孙总见我的真正意义
[01:03:55,800 -> 01:03:57,199] 就是从美国回来都没有等
[01:03:57,199 -> 01:03:59,199] 就时差还是早点很早起床
[01:03:59,199 -> 01:04:02,119] 你现在日常工作都怎么个时间表
[01:04:02,119 -> 01:04:03,000] 你比较自由吗
[01:04:03,000 -> 01:04:03,400] 才是
[01:04:03,400 -> 01:04:05,480] 你平时有没有去单边单边要的怎么可能都什么个时间表你比较自由的才行所以我可以去搭电
[01:04:05,480 -> 01:04:06,840] 当然要了
[01:04:06,840 -> 01:04:07,760] 怎么可能
[01:04:07,760 -> 01:04:10,079] 我经常都远程的那样
[01:04:10,079 -> 01:04:10,760] 没有啊
[01:04:10,760 -> 01:04:11,519] 关键没有
[01:04:11,519 -> 01:04:12,280] 关键没有
[01:04:12,280 -> 01:04:14,079] 我9点去公司
[01:04:14,079 -> 01:04:16,519] 不是
[01:04:16,519 -> 01:04:18,800] 我经常8点多去公司
[01:04:18,800 -> 01:04:20,079] 但是基本上都是9点
[01:04:20,079 -> 01:04:21,000] 9点以前去
[01:04:21,000 -> 01:04:22,480] 然后
[01:04:22,480 -> 01:04:24,320] 你呢
[01:04:24,320 -> 01:04:27,000] 我当年在读博士
[01:04:27,000 -> 01:04:29,000] 你读博士回头想
[01:04:29,000 -> 01:04:32,000] 我感觉你可能并不是特别enjoy读PhD
[01:04:32,000 -> 01:04:33,000] 可是那个状态
[01:04:33,000 -> 01:04:36,000] 就是做研究学术研究那个事情是越来越离你远
[01:04:36,000 -> 01:04:37,000] 对吧
[01:04:37,000 -> 01:04:39,000] 就是大概都读博士读到几年
[01:04:39,000 -> 01:04:40,000] 我感觉
[01:04:40,000 -> 01:04:41,000] 后来看
[01:04:41,000 -> 01:04:43,000] 我不知道你是不是我理解对的
[01:04:43,000 -> 01:04:46,000] 我当时不知道什么是更好的东西
[01:04:46,000 -> 01:04:48,000] 所以说我在那个时候还是挺enjoy
[01:04:48,000 -> 01:04:50,000] do paper和做研究的
[01:04:50,000 -> 01:04:51,000] 但是做研究很明显
[01:04:51,000 -> 01:04:52,000] 那个过程给我带来了
[01:04:52,000 -> 01:04:54,000] 就是过程
[01:04:54,000 -> 01:04:55,000] 它整个我是喜欢的
[01:04:55,000 -> 01:04:59,000] 但是中间的一些中间步骤是不喜欢的
[01:04:59,000 -> 01:05:00,000] 然后现在发现那些中间步骤
[01:05:00,000 -> 01:05:01,000] 就是没有意义的
[01:05:01,000 -> 01:05:04,000] 这比如说referral report
[01:05:04,000 -> 01:05:06,639] 这些东西是贼�他們傻逼的
[01:05:06,639 -> 01:05:08,840] 然後導致
[01:05:08,840 -> 01:05:09,360] 對
[01:05:09,360 -> 01:05:10,079] 就是
[01:05:10,079 -> 01:05:11,880] refer report就是
[01:05:11,880 -> 01:05:12,760] 這個
[01:05:12,760 -> 01:05:14,320] 要想發表的東西
[01:05:14,320 -> 01:05:16,800] 需要一些匿名的同行去看
[01:05:16,800 -> 01:05:19,079] 然後最後人家寫個東西不讓你發表
[01:05:19,079 -> 01:05:19,679] 或者什麼的
[01:05:19,679 -> 01:05:25,079] 寫個東西不让你发表
[01:05:25,079 -> 01:05:26,760] 对 他如果不想发表
[01:05:26,760 -> 01:05:27,679] 他如果有反对意见
[01:05:27,679 -> 01:05:29,119] 但你不知道是谁写的
[01:05:29,119 -> 01:05:30,719] 他可以一票否决吗
[01:05:30,719 -> 01:05:31,880] 也不一定
[01:05:31,880 -> 01:05:33,880] 但两个人换人
[01:05:33,880 -> 01:05:35,920] 至少如果有两个人就行
[01:05:35,920 -> 01:05:37,320] 但你们发表
[01:05:37,320 -> 01:05:38,920] 他对这些匿名的人
[01:05:38,920 -> 01:05:40,119] 他知道是你发表的吗
[01:05:40,119 -> 01:05:40,559] 还是
[01:05:40,559 -> 01:05:42,079] 他当然知道是你写的
[01:05:42,079 -> 01:05:43,400] 这点口已经
[01:05:43,400 -> 01:05:45,000] 就是他知道你是谁
[01:05:45,000 -> 01:05:46,000] 但你不知道他是谁
[01:05:46,000 -> 01:05:49,000] 就是
[01:05:49,000 -> 01:05:51,000] 以前那个学术研究
[01:05:51,000 -> 01:05:52,000] 当时我就不知道
[01:05:52,000 -> 01:05:53,000] 我就觉得它很有用吧
[01:05:53,000 -> 01:05:54,000] 但现在发现
[01:05:54,000 -> 01:05:56,000] 其实没什么用
[01:05:56,000 -> 01:05:57,000] 没什么用
[01:05:57,000 -> 01:05:58,000] 对
[01:05:58,000 -> 01:06:00,000] 你说第一段怎么播
[01:06:00,000 -> 01:06:01,000] 你让我播了
[01:06:01,000 -> 01:06:03,000] 你让我接下来怎么做进去的
[01:06:03,000 -> 01:06:05,599] 你自己说的呀
[01:06:05,599 -> 01:06:06,920] 你可以说的更有艺术一点
[01:06:06,920 -> 01:06:08,800] 但你没有选择说的更有艺术一点
[01:06:08,800 -> 01:06:11,800] 那你就总得考虑我的职业生涯吧
[01:06:11,800 -> 01:06:14,800] 你怎么考虑你的职业生涯
[01:06:14,800 -> 01:06:17,000] 全是中文跟那个加拿大没关系
[01:06:17,000 -> 01:06:18,800] 你怎么考虑你的职业生涯的呀
[01:06:18,800 -> 01:06:20,800] 我考虑我的职业生涯
[01:06:20,800 -> 01:06:22,400] 就我觉得没用但还挺好的呀
[01:06:22,400 -> 01:06:24,400] 我就愿意玩这个游戏
[01:06:24,400 -> 01:06:26,139] 就没用是没用但就Rapid Report没用但還挺好的呀我就願意玩這個遊戲啊就沒用是沒用
[01:06:26,139 -> 01:06:27,800] 但就Referee Report沒用
[01:06:27,800 -> 01:06:29,699] 但我願意玩這個遊戲
[01:06:29,699 -> 01:06:30,500] 就
[01:06:30,500 -> 01:06:32,340] 你跟你的老闆會這麼說嗎
[01:06:32,340 -> 01:06:33,000] 啊
[01:06:33,000 -> 01:06:34,739] 你跟你的老闆會這麼說嗎
[01:06:34,739 -> 01:06:36,000] Strive就這麼說的
[01:06:36,000 -> 01:06:36,699] 我覺得
[01:06:36,699 -> 01:06:37,840] 行啊那不就行了嗎
[01:06:37,840 -> 01:06:38,800] 那還怕啥
[01:06:38,800 -> 01:06:40,840] 你說我怎麼說這麼說的
[01:06:40,840 -> 01:06:41,539] 啊
[01:06:41,539 -> 01:06:42,300] 有有有
[01:06:42,300 -> 01:06:44,500] 我不在乎我老闆怎麼看的
[01:06:44,500 -> 01:06:46,000] 我覺得這些教授们
[01:06:46,000 -> 01:06:48,000] 基本上我是怎么想他们的
[01:06:48,000 -> 01:06:50,000] 但我觉得有时候确实
[01:06:50,000 -> 01:06:52,000] 我不是说你的教授老板是你办公不开来的
[01:06:52,000 -> 01:06:54,000] 那也没老板
[01:06:54,000 -> 01:06:55,000] 这话根本就说了
[01:06:55,000 -> 01:06:56,000] 有老板有老板
[01:06:56,000 -> 01:06:58,000] 所以
[01:06:58,000 -> 01:07:00,000] 对啊 那个不重要
[01:07:00,000 -> 01:07:02,000] 那个地方做好政策工作就好了
[01:07:02,000 -> 01:07:05,840] 我觉得那个地方你还是要相信一些更多
[01:07:08,079 -> 01:07:09,480] 事实上当然你要提供很多
[01:07:10,000 -> 01:07:11,719] 对吧通话碰上这么高为什么呀
[01:07:11,800 -> 01:07:14,360] 我们总得试图去理解为什么对
[01:07:14,360 -> 01:07:16,159] 所以还是有价值的
[01:07:17,239 -> 01:07:18,280] 造福江南人民
[01:07:18,280 -> 01:07:19,280] 江南大人民
[01:07:21,079 -> 01:07:21,880] 这些还是
[01:07:22,360 -> 01:07:23,280] 还是有用的
[01:07:23,760 -> 01:07:25,400] 但是你让我
[01:07:25,400 -> 01:07:31,400] 这个职业生涯刚刚开始
[01:07:31,400 -> 01:07:33,400] 尚未发表一篇
[01:07:33,400 -> 01:07:36,400] 你就给我播出些
[01:07:36,400 -> 01:07:38,400] 你说这人说金钱没用
[01:07:38,400 -> 01:07:41,400] No good
[01:07:41,400 -> 01:07:43,400] 所以发不发
[01:07:43,400 -> 01:07:45,360] 那一段不发那一句所以发不发
[01:07:46,360 -> 01:07:47,239] 那一段不发
[01:07:48,440 -> 01:07:49,639] 那你这段发不发这段发不发
[01:07:50,280 -> 01:07:51,599] 剪辑工作很重诶
[01:07:51,599 -> 01:07:53,119] 我觉得我懒得剪
[01:07:53,119 -> 01:07:55,679] 那就不剪了
[01:07:55,679 -> 01:07:56,960] 那就正好一波发了
[01:07:56,960 -> 01:07:58,400] 不剪了时间全发
[01:07:59,800 -> 01:08:00,559] 完整的发
[01:08:00,559 -> 01:08:02,000] 从我坐下来开始
[01:08:02,000 -> 01:08:03,960] 按下录制键开始
[01:08:06,800 -> 01:08:07,800] 要不你剪吧
[01:08:09,400 -> 01:08:10,599] 正好練習一下剪輯
[01:08:10,599 -> 01:08:12,400] 剪音就行了沒必要剪了
[01:08:14,400 -> 01:08:15,400] 很有意思
[01:08:16,600 -> 01:08:20,399] 孫總已經看到我將來也要做博主的潛力
[01:08:20,399 -> 01:08:22,399] 未來每個人都應該要做個博主
[01:08:22,399 -> 01:08:23,399] 我也感受到
[01:08:23,399 -> 01:08:25,239] 之前有一個人跟我講了一句
[01:08:25,239 -> 01:08:28,539] say to mother那種引起焦慮的話
[01:08:28,539 -> 01:08:30,880] 就說做自媒體
[01:08:30,880 -> 01:08:33,439] 是時代給我們的最後一次機會
[01:08:33,439 -> 01:08:35,340] 我當時聽了以後我就說操你媽
[01:08:35,340 -> 01:08:37,479] 這就是納瓦爾講的那個意思
[01:08:38,619 -> 01:08:39,479] 他就是這麼說
[01:08:39,479 -> 01:08:40,279] 納瓦爾
[01:08:40,279 -> 01:08:41,079] 嗯
[01:08:41,079 -> 01:08:42,779] 他說
[01:08:42,779 -> 01:08:43,680] code和自媒體
[01:08:43,680 -> 01:08:48,319] 對 code和自媒體是最容易让你这个阶层发生变化
[01:08:48,319 -> 01:08:51,680] 而且是投入产生是最大的一件事
[01:08:51,680 -> 01:08:52,720] 因为你投入很少
[01:08:52,720 -> 01:08:54,560] 对啊 你自己就能控制
[01:08:54,560 -> 01:08:56,239] 你也不用为别人打工
[01:08:56,239 -> 01:08:58,159] 你自己扣定你可以搞定吧
[01:08:58,159 -> 01:09:01,439] 你自己做视频做直播可以搞定吗
[01:09:01,439 -> 01:09:04,319] 可以给你带来这个税后收入
[01:09:04,319 -> 01:09:04,960] 安心
[01:09:04,960 -> 01:09:05,000] 安心您做直播可以搞定吗可以给你带来这个税后收入可以 谢谢
[01:09:05,000 -> 01:09:05,600] 谢谢
[01:09:08,920 -> 01:09:10,720] 我要做完就做全世界
[01:09:10,720 -> 01:09:12,319] 到处旅行的吃的东西
[01:09:12,319 -> 01:09:13,079] 没问题啊
[01:09:13,079 -> 01:09:15,800] 你只要选一个有你内容的
[01:09:15,800 -> 01:09:17,279] 别人就爱看的
[01:09:18,119 -> 01:09:20,840] 其实我学着做自己做就行了
[01:09:20,840 -> 01:09:24,720] 我已经不在乎跟普通人讲
[01:09:26,399 -> 01:09:28,600] 什么是经济学我覺得這段就播了吧
[01:09:28,600 -> 01:09:29,199] 好
[01:09:29,199 -> 01:09:31,199] 這段就播了吧
[01:09:31,199 -> 01:09:34,000] 正好給你的旅行頻道打個廣告
[01:09:34,000 -> 01:09:36,399] 還剩一個女孩還正在看
[01:09:36,399 -> 01:09:37,199] 放心吧
[01:09:37,199 -> 01:09:39,199] 旅行頻道打個廣告
[01:09:39,199 -> 01:09:42,600] 今晚就抓緊賺點錢是吧
[01:09:42,600 -> 01:09:44,600] 回頭你就直接鏈接這家手機
[01:09:44,600 -> 01:09:46,840] 微信号号上
[01:09:46,840 -> 01:09:48,000] 自己剪辑
[01:09:48,000 -> 01:09:49,000] 太累了
[01:09:49,000 -> 01:09:50,319] 我就不想干这个
[01:09:50,319 -> 01:09:51,000] 我要不想
[01:09:51,000 -> 01:09:53,279] 我要让你做剪辑
[01:09:53,279 -> 01:09:54,760] 你剪辑过吗
[01:09:54,760 -> 01:09:55,640] 我没剪辑过
[01:09:55,640 -> 01:09:56,560] 我就不让你干这个
[01:09:56,560 -> 01:09:57,239] 不
[01:09:57,239 -> 01:09:59,119] 我在做这期视频
[01:09:59,119 -> 01:10:00,720] 为什么我后来做了up主了
[01:10:00,720 -> 01:10:03,239] 或者为什么我没有更早做up主
[01:10:03,239 -> 01:10:04,279] 就是我不想剪辑
[01:10:04,279 -> 01:10:06,159] 我觉得剪辑会特别麻烦
[01:10:06,159 -> 01:10:07,640] 但是后来我为什么做了
[01:10:07,640 -> 01:10:09,640] 因为我第七视频是别人帮我剪的
[01:10:10,800 -> 01:10:11,960] 然后关键是
[01:10:11,960 -> 01:10:13,479] 就是他帮我剪的过程
[01:10:13,479 -> 01:10:15,279] 我跟他打SIM卡
[01:10:15,279 -> 01:10:16,279] 他其实是个大up主
[01:10:16,279 -> 01:10:17,159] 他是一个
[01:10:17,159 -> 01:10:18,760] 那个时候他有30万的粉丝了
[01:10:18,760 -> 01:10:20,199] 因为当时他自己是个湖南人
[01:10:20,199 -> 01:10:22,479] 还是乡下 我跟乡下的管处嘛
[01:10:22,479 -> 01:10:23,279] 他就
[01:10:24,119 -> 01:10:25,000] 虚增帮我剪辑然后剪辑的就虛增幫我剪輯
[01:10:25,000 -> 01:10:27,000] 然後剪輯的過程中我說
[01:10:27,000 -> 01:10:29,000] 那我那個跟你用一下
[01:10:29,000 -> 01:10:30,000] 我學
[01:10:30,000 -> 01:10:31,000] 因為我後面還要出兩期視頻
[01:10:31,000 -> 01:10:32,000] 我也不想再麻煩他
[01:10:32,000 -> 01:10:33,000] 我學習一下
[01:10:33,000 -> 01:10:34,000] 然後我發現
[01:10:34,000 -> 01:10:36,000] 操這個事好簡單
[01:10:36,000 -> 01:10:38,000] 就是
[01:10:38,000 -> 01:10:40,000] 就是
[01:10:40,000 -> 01:10:42,000] 你只需要知道兩個鍵
[01:10:42,000 -> 01:10:44,000] 你只需要知道兩個按鍵
[01:10:44,000 -> 01:10:46,000] 一個是那個剪刀鍵
[01:10:46,000 -> 01:10:48,000] 一個是選擇鍵
[01:10:48,000 -> 01:10:50,000] 就是你要把你不想要的給剪刀剪掉
[01:10:50,000 -> 01:10:52,000] 然後選擇鍵刪掉
[01:10:52,000 -> 01:10:54,000] 我不想跟你們這種
[01:10:54,000 -> 01:10:56,000] 你們這種人說話都太精準
[01:10:56,000 -> 01:10:58,000] 就一句話到位
[01:10:58,000 -> 01:11:00,000] 他是黑愛就是
[01:11:00,000 -> 01:11:02,000] 太精準
[01:11:02,000 -> 01:11:04,000] 精準的
[01:11:04,000 -> 01:11:06,000] 他真的沒你想到这么简单
[01:11:07,119 -> 01:11:08,600] 你就是不想赚这个钱
[01:11:08,600 -> 01:11:09,119] 好吃
[01:11:09,119 -> 01:11:10,119] 好好好
[01:11:10,119 -> 01:11:11,760] 我整个感觉就是
[01:11:11,760 -> 01:11:14,920] 你们都太精准了
[01:11:14,920 -> 01:11:17,000] 我还很粗糙的
[01:11:17,000 -> 01:11:20,119] 你要是精准你就学微观净趣
[01:11:20,119 -> 01:11:23,000] 你就不会学宏观净趣
[01:11:23,000 -> 01:11:24,199] 他刚刚没学过净趣
[01:11:24,199 -> 01:11:25,239] 学过净趣学过微观好吗�他刚刚没学宏观机械学过机械
[01:11:26,760 -> 01:11:28,000] 学过微观好吗
[01:11:28,000 -> 01:11:29,359] 我喜欢粗糙一点的东西
[01:11:29,359 -> 01:11:31,079] 我不喜欢这么精准的东西
[01:11:32,079 -> 01:11:33,760] 你可以粗糙的是剪辑
[01:11:35,000 -> 01:11:35,960] 你就直接录
[01:11:35,960 -> 01:11:37,119] 录完了以后直接发
[01:11:37,119 -> 01:11:38,399] 直接发剪辑
[01:11:38,399 -> 01:11:39,720] 没有没有 我不觉得
[01:11:39,720 -> 01:11:42,199] 剪辑这些琐碎是很重要
[01:11:42,199 -> 01:11:42,560] 我知道
[01:11:42,560 -> 01:11:45,279] 但是我觉得我
[01:11:46,279 -> 01:11:48,279] 我其实没有最终站在
[01:11:48,279 -> 01:11:50,279] 你可以花钱找人干
[01:11:50,279 -> 01:11:50,779] 对
[01:11:50,779 -> 01:11:52,279] 就是我可以给你介绍人
[01:11:52,279 -> 01:11:54,279] 300块钱一期视频你可以讲
[01:11:54,279 -> 01:11:56,279] 那你觉得我应该做个什么节目
[01:11:56,279 -> 01:11:57,279] 啊
[01:11:57,279 -> 01:11:59,279] 你应该觉得我应该做个什么播出
[01:11:59,279 -> 01:12:00,279] 你想做
[01:12:00,279 -> 01:12:02,279] 不是我应该觉得你应该做什么
[01:12:02,279 -> 01:12:04,279] 是什么你想做
[01:12:04,279 -> 01:12:05,260] 只要你不想做我觉得你想做什么你都坚持不下来只要你想做的我觉得你应该做什么是什么你想做只要你不想做
[01:12:05,260 -> 01:12:07,399] 我觉得你想做什么你都坚持不下来
[01:12:08,060 -> 01:12:09,560] 只有你想做的你才可以做
[01:12:09,560 -> 01:12:11,699] 对我当然是基本上就是
[01:12:11,699 -> 01:12:13,899] 除了吃的以外我可能也不想做其他的
[01:12:13,899 -> 01:12:14,859] 那你就做这个呗
[01:12:14,859 -> 01:12:15,659] 我吃播
[01:12:15,659 -> 01:12:16,500] 我可以做
[01:12:19,199 -> 01:12:21,699] 我相信你做一个全世界旅行的吃播
[01:12:22,199 -> 01:12:23,800] 一定可以帮你找到女朋友的
[01:12:26,000 -> 01:12:28,000] yeaheven fanatic is worth it太干了全世界旅行的吃播一定可以帮你找到女朋友的因为粉红是值得的
[01:12:28,000 -> 01:12:30,000] 太感人了
[01:12:30,000 -> 01:12:32,000] 我就是没有办法
[01:12:32,000 -> 01:12:34,000] 很舒服的展现我自己
[01:12:34,000 -> 01:12:36,000] 你现在不是很舒服的
[01:12:36,000 -> 01:12:37,000] 在展现自己吧
[01:12:37,000 -> 01:12:38,000] 而且你镜头感很强啊
[01:12:38,000 -> 01:12:39,000] 你一直看着镜头
[01:12:39,000 -> 01:12:40,000] 对啊 一直看着镜头
[01:12:40,000 -> 01:12:41,000] 镜头感
[01:12:41,000 -> 01:12:43,000] 你看你就不了解自己
[01:12:43,000 -> 01:12:44,000] 镜头感贼强
[01:12:44,000 -> 01:12:45,000] 一直在对着镜头说话说自己鏡頭感賊強
[01:12:45,000 -> 01:12:46,000] 一直在對著鏡頭說話
[01:12:46,000 -> 01:12:48,000] 說自己鏡頭感不強
[01:12:48,000 -> 01:12:50,000] 這個挺有意思
[01:12:51,000 -> 01:12:54,000] 要是每個人都有一些想像的觀眾
[01:12:54,000 -> 01:12:55,000] 這倒是真的
[01:12:55,000 -> 01:12:56,000] 是的
[01:12:56,000 -> 01:12:58,000] 是的 每個人都有一些
[01:12:58,000 -> 01:13:00,000] 都是一句很深刻的話
[01:13:00,000 -> 01:13:02,000] 我覺得這個可以撿到天頭
[01:13:02,000 -> 01:13:03,000] 每個人都有一個
[01:13:03,000 -> 01:13:05,119] 我覺得有一個事情可以分解
[01:13:05,119 -> 01:13:06,079] 你比如当年
[01:13:06,079 -> 01:13:07,279] 你记得我在考试的时候
[01:13:07,279 -> 01:13:08,079] 你再度过
[01:13:08,079 -> 01:13:09,439] 是我那时候一个硕士
[01:13:09,439 -> 01:13:11,199] 然后喜欢到处写演员纳的
[01:13:11,199 -> 01:13:11,600] 对吧
[01:13:11,600 -> 01:13:12,000] 嗯
[01:13:12,880 -> 01:13:14,800] 那个时候我可能更
[01:13:15,359 -> 01:13:17,279] 渴望一种就是不受这种
[01:13:18,079 -> 01:13:19,520] 这种特别规矩
[01:13:19,520 -> 01:13:21,199] 那种职业约束的这种
[01:13:21,199 -> 01:13:21,520] 对
[01:13:21,520 -> 01:13:22,880] 那些约束很闪避的
[01:13:22,880 -> 01:13:24,079] 对就随便写一写
[01:13:24,079 -> 01:13:25,560] 然后想想表达表达
[01:13:25,560 -> 01:13:27,560] 然后其实全世界的朋友都交了
[01:13:27,560 -> 01:13:28,560] 然后
[01:13:28,560 -> 01:13:30,560] 我当时甚至有一度觉得
[01:13:30,560 -> 01:13:34,560] 与其你再苦苦在现实生活当中去找到
[01:13:34,560 -> 01:13:36,159] 就是朋友啊什么的
[01:13:36,159 -> 01:13:38,159] 你还不如直接站在一个很高的地方
[01:13:38,159 -> 01:13:39,560] 喊一嗓门子
[01:13:39,560 -> 01:13:40,560] 也许
[01:13:40,560 -> 01:13:41,560] 对啊 这就需要
[01:13:41,560 -> 01:13:43,560] 也许你的朋友就自动就来了
[01:13:43,560 -> 01:13:46,000] 找女朋友就是要这样子的呀
[01:13:46,000 -> 01:13:49,000] 当时很多时间我喜欢那个写作
[01:13:49,000 -> 01:13:50,800] 然后到处发公众号
[01:13:50,800 -> 01:13:51,800] 到处发那个
[01:13:51,800 -> 01:13:53,800] 你那公众号这还发过东西没有
[01:13:53,800 -> 01:13:55,399] 这就不发了 走着不发了
[01:13:55,399 -> 01:13:56,199] 庆务员嘛
[01:13:56,199 -> 01:13:58,600] 当时就随便写写在那
[01:13:58,600 -> 01:13:59,600] 应该继续写下去
[01:13:59,600 -> 01:14:01,600] 哦 你公众号啊 我看见了
[01:14:01,600 -> 01:14:03,600] 你那写得很好的 庆务员
[01:14:03,600 -> 01:14:07,399] 孙总也算是当时还是支持一下
[01:14:08,800 -> 01:14:09,600] 那个
[01:14:10,119 -> 01:14:11,000] 但后来就
[01:14:12,359 -> 01:14:13,760] 就人都是公平的嘛
[01:14:13,760 -> 01:14:15,640] 你一段时间是需要那个东西
[01:14:15,640 -> 01:14:17,479] 后来你反而就不需要那个东西
[01:14:17,479 -> 01:14:20,279] 所以就追源力有一些之后
[01:14:20,279 -> 01:14:21,800] 去做旅行博主吧
[01:14:21,800 -> 01:14:23,399] 去白天找女朋友
[01:14:23,399 -> 01:14:26,000] 因为就真的好多年不写了
[01:14:26,000 -> 01:14:28,000] 但是确实有个功劳
[01:14:28,000 -> 01:14:30,000] 青梅远的笔记
[01:14:30,000 -> 01:14:32,000] 19年9月13号最后一篇
[01:14:32,000 -> 01:14:34,000] 但是当时一度都想写
[01:14:34,000 -> 01:14:36,000] 都想多个写作人
[01:14:36,000 -> 01:14:38,000] 职业写作人
[01:14:38,000 -> 01:14:40,000] 以后也会吧
[01:14:40,000 -> 01:14:42,000] 因为我确实有些故事
[01:14:42,000 -> 01:14:44,000] 有些啥故事
[01:14:44,000 -> 01:14:49,000] 旅行之中有些感觉有些东西真的是只有你这回的心理下才能感受到
[01:14:49,000 -> 01:14:52,000] 所以慢慢的记下来
[01:14:55,000 -> 01:14:58,000] 你在西尔图那个什么
[01:14:58,000 -> 01:15:01,000] 你在西尔图房子那些是你的房子
[01:15:01,000 -> 01:15:03,000] 租出去了
[01:15:03,000 -> 01:15:06,039] 然后车呀的就卖了
[01:15:06,039 -> 01:15:06,479] 卖了
[01:15:08,960 -> 01:15:09,439] 挺好的
[01:15:09,439 -> 01:15:12,720] 其实你这两边生活都安顿好了
[01:15:13,439 -> 01:15:15,560] 回来也是有很多的事情
[01:15:18,399 -> 01:15:19,960] 看到你的第一篇笔记
[01:15:19,960 -> 01:15:21,640] 底下唯一的一个评论是
[01:15:22,319 -> 01:15:25,439] 我那好多人看不懂建议有声音的中文
[01:15:26,960 -> 01:15:28,199] 粉丝化做的不对
[01:15:28,199 -> 01:15:31,079] 微信的用户群体都是中国人
[01:15:31,079 -> 01:15:33,560] 我后来就写了一下Minecraft的英文
[01:15:34,319 -> 01:15:35,439] 后来就不想了
[01:15:39,600 -> 01:15:41,199] 这其实不需要看懂
[01:15:42,279 -> 01:15:43,640] 是啊 有些东西
[01:15:43,640 -> 01:15:44,840] 他们如果看不懂英文
[01:15:44,840 -> 01:15:46,399] 他们需要看懂这个干嘛
[01:15:47,079 -> 01:15:48,920] 有时候就是讲出来就是
[01:15:54,039 -> 01:15:56,119] 你在深圳圈子里是什么
[01:15:56,119 -> 01:15:56,640] 在那个
[01:15:56,640 -> 01:15:57,359] 没有圈子
[01:15:57,359 -> 01:15:57,760] 不是
[01:15:57,760 -> 01:15:58,479] 那个
[01:15:58,479 -> 01:16:00,520] 周末出来玩都不知道找谁玩
[01:16:04,880 -> 01:16:05,399] 月亮今天的太阳了月亮
[01:16:06,319 -> 01:16:09,840] 今天的太阳和月亮都很神奇
[01:16:09,840 -> 01:16:10,680] 都很震撼
[01:16:11,399 -> 01:16:12,960] 不知道为什么有这么大的
[01:16:12,960 -> 01:16:14,840] 今天的太阳也很像
[01:16:14,840 -> 01:16:15,439] 不是
[01:16:15,439 -> 01:16:17,000] 今天又有点红
[01:16:17,439 -> 01:16:18,880] 今天一整张房子都红了
[01:16:18,880 -> 01:16:20,520] 宝贝你看我拍了个
[01:16:20,520 -> 01:16:21,680] 今天不是阴天吗
[01:16:21,680 -> 01:16:22,119] 不是
[01:16:22,119 -> 01:16:23,680] 我们下午真的看到了一幅
[01:16:23,680 -> 01:16:26,000] 我拍到了这个那个今天不是阴天吗不是 我拍了我们下午真的看到了我拍到了 我拍到了这个
[01:16:27,000 -> 01:16:29,000] 你看 看一看
[01:16:30,000 -> 01:16:31,000] 我还没拍正面的
[01:16:31,000 -> 01:16:32,000] 你拍到正面的了
[01:16:32,000 -> 01:16:33,000] 我拍到一半
[01:16:33,000 -> 01:16:34,000] 巨大
[01:16:35,000 -> 01:16:36,000] 巨大
[01:16:37,000 -> 01:16:39,000] 你俩一般都几点睡觉
[01:16:39,000 -> 01:16:40,000] 我们一两点
[01:16:41,000 -> 01:16:42,000] 那你们还挺能睡
[01:16:42,000 -> 01:16:43,000] 有时候消半个小时
[01:16:45,000 -> 01:16:47,000] 什么消半半小时笑半小时
[01:16:48,000 -> 01:16:49,000] 什么笑半个小时笑 笑半个小时
[01:16:51,000 -> 01:16:52,000] 看到没有
[01:16:52,000 -> 01:16:53,000] 笑啥
[01:16:55,000 -> 01:16:57,000] 就跟你们那个客栏上
[01:16:57,000 -> 01:16:58,000] 我有点
[01:16:58,000 -> 01:16:59,000] 就是不知道为什么发生了
[01:17:01,000 -> 01:17:04,000] 突然那个笑语的时间就一场发达
[01:17:04,000 -> 01:17:05,439] 笑半个小时
[01:17:12,279 -> 01:17:14,199] 是不是有一种快感
[01:17:14,199 -> 01:17:16,920] 反正挺快的
[01:17:22,479 -> 01:17:23,359] 怎么又饿了
[01:17:24,439 -> 01:17:25,560] 这发展没吃饱没啥吃他这没吃呢
[01:17:25,560 -> 01:17:26,319] 没啥吃的
[01:17:26,319 -> 01:17:27,279] 你没吃饱吗
[01:17:27,279 -> 01:17:28,800] 吃饱就因为
[01:17:28,800 -> 01:17:29,720] 太过两小时了
[01:17:29,720 -> 01:17:31,279] 战线拉得太长就容易
[01:17:31,279 -> 01:17:33,119] 二场三场的
[01:17:33,119 -> 01:17:35,439] 我这最后一件事情就是饿了
[01:17:35,439 -> 01:17:37,840] 我这两天基本上没停的就能吃了
[01:17:37,840 -> 01:17:40,239] 这两天我真的没停的就能吃了
[01:17:40,239 -> 01:17:44,079] 我从那个我想想从哪一天开始
[01:17:44,079 -> 01:17:47,880] 我是反正先去了个多米尼加
[01:17:47,880 -> 01:17:48,720] 几周之前
[01:17:48,720 -> 01:17:50,119] 多米尼加共和国
[01:17:50,119 -> 01:17:51,760] 又去了个纽约
[01:17:51,760 -> 01:17:53,520] 我每天都在吃
[01:17:53,520 -> 01:17:58,720] 吃是了解文化的很重要的东西
[01:17:58,720 -> 01:18:01,000] 今天早上我坐的港式茶餐厅
[01:18:01,000 -> 01:18:03,399] 旺角的一家
[01:18:03,399 -> 01:18:04,520] 开队
[01:18:04,520 -> 01:18:05,560] 然后进去
[01:18:06,560 -> 01:18:09,239] 在那那就是我今天在香港的高潮
[01:18:09,840 -> 01:18:11,920] 今天早上我就完全是意外
[01:18:12,520 -> 01:18:14,239] 我只是冥冥之中觉得
